unit_ref,tenancy_id,tenancy_start_date,tenancy_end_date
Unit6228,Tenant6330,20/06/2016,
Unit9632,Tenant6331,12/11/2001,24/03/2019
Unit6737,Tenant6332,09/12/2013,29/11/2020
Unit1449,Tenant6333,13/08/2012,
Unit7398,Tenant6334,01/04/2013,08/03/2020
Unit7398,Tenant6335,09/03/2020,
Unit9682,Tenant6336,01/10/2012,
Unit8450,Tenant6337,29/11/2013,
Unit3955,Tenant6338,05/12/2011,
Unit384,Tenant6339,21/09/2015,
Unit9005,Tenant6340,14/09/2020,
Unit9005,Tenant6341,16/01/2006,29/12/2019
Unit76,Tenant6342,16/04/2018,
Unit7643,Tenant6343,27/12/1982,
Unit2040,Tenant6344,11/11/2019,
Unit2040,Tenant6345,02/12/2002,15/09/2019
Unit5354,Tenant6346,12/03/2012,13/09/2020
Unit3906,Tenant6347,30/01/2012,
Unit3873,Tenant6348,07/05/2012,
Unit624,Tenant6349,05/10/2015,
Unit503,Tenant6350,06/03/2017,
Unit1999,Tenant6351,28/06/2013,
Unit9791,Tenant6352,27/06/2013,
Unit4580,Tenant6353,03/12/2013,
Unit2022,Tenant6354,15/05/2015,14/07/2019
Unit2022,Tenant6355,06/08/2019,
Unit292,Tenant6356,06/05/2013,
Unit2883,Tenant6357,14/03/1983,
Unit6489,Tenant6358,05/05/2008,
Unit1117,Tenant6359,01/06/2012,
Unit3557,Tenant6360,07/03/2014,
Unit8537,Tenant6361,03/10/2016,07/06/2020
Unit6066,Tenant6362,07/07/2008,
Unit2638,Tenant6363,07/07/2008,
Unit9567,Tenant6364,07/07/2008,
Unit6711,Tenant6365,10/07/1989,
Unit6285,Tenant6366,31/08/1998,08/11/2020
Unit6285,Tenant6367,09/11/2020,
Unit4008,Tenant6368,24/08/2009,
Unit282,Tenant6369,12/03/2012,
Unit8018,Tenant6370,02/07/2012,
Unit9343,Tenant6371,14/05/2012,
Unit323,Tenant6372,07/05/2012,
Unit9044,Tenant6373,19/08/2019,
Unit9044,Tenant6374,10/03/2014,28/07/2019
Unit7976,Tenant6375,24/10/2013,
Unit7356,Tenant6376,13/12/2013,12/07/2019
Unit7356,Tenant6377,12/07/2019,
Unit953,Tenant6378,15/04/2013,
Unit523,Tenant6379,02/04/2012,
Unit5138,Tenant6380,03/03/2014,
Unit1170,Tenant6381,22/09/2014,
Unit8364,Tenant6382,07/02/2011,
Unit2207,Tenant6383,21/02/2011,
Unit2914,Tenant6384,14/03/2005,
Unit9683,Tenant6385,21/11/2016,
Unit471,Tenant6386,15/10/1990,
Unit9252,Tenant6387,24/06/2019,
Unit6117,Tenant6388,08/08/2014,18/12/2019
Unit6117,Tenant6389,18/12/2019,
Unit3340,Tenant6390,11/10/2010,27/01/2019
Unit3340,Tenant6391,06/05/2019,
Unit5866,Tenant6392,20/12/2010,
Unit5962,Tenant6393,04/03/2011,06/02/2020
Unit5962,Tenant6394,06/02/2020,
Unit8345,Tenant6395,14/02/2011,29/09/2019
Unit8345,Tenant6396,04/11/2019,
Unit4923,Tenant6397,21/02/2011,12/09/2019
Unit4923,Tenant6398,04/12/2019,
Unit919,Tenant6399,04/01/2018,20/08/2019
Unit919,Tenant6400,20/11/2019,
Unit7160,Tenant6401,25/04/2011,
Unit612,Tenant6402,22/12/2008,
Unit1898,Tenant6403,22/12/2008,20/10/2019
Unit1898,Tenant6404,21/10/2019,
Unit3190,Tenant6405,20/03/2015,
Unit2435,Tenant6406,26/11/2007,
Unit2400,Tenant6407,14/01/2009,
Unit5194,Tenant6408,30/06/2008,
Unit1552,Tenant6409,07/07/2008,27/12/2020
Unit1901,Tenant6410,07/07/2008,
Unit8822,Tenant6411,08/09/1997,
Unit6743,Tenant6412,11/02/2019,
Unit5823,Tenant6413,19/09/1994,
Unit3260,Tenant6414,22/01/1996,
Unit9839,Tenant6415,07/09/2013,16/10/2019
Unit9671,Tenant6416,25/05/2009,
Unit6596,Tenant6417,23/05/2018,
Unit8109,Tenant6418,21/07/2018,
Unit6227,Tenant6419,20/09/2013,
Unit3844,Tenant6420,04/08/2011,
Unit6869,Tenant6421,07/07/2008,
Unit1135,Tenant6422,07/07/2008,
Unit3671,Tenant6423,23/01/2012,
Unit9637,Tenant6424,01/11/1999,
Unit9596,Tenant6425,09/10/1995,
Unit49,Tenant6426,19/04/1999,
Unit2548,Tenant6427,09/06/2014,
Unit7158,Tenant6428,05/11/2001,
Unit8337,Tenant6429,25/01/2010,
Unit1834,Tenant6430,01/09/2014,
Unit8375,Tenant6431,13/04/2015,
Unit629,Tenant6432,23/11/2015,
Unit166,Tenant6433,24/06/2019,
Unit3380,Tenant6434,24/12/2018,
Unit6311,Tenant6435,31/05/1993,
Unit7917,Tenant6436,15/09/2014,
Unit3816,Tenant6437,16/02/2015,
Unit8777,Tenant6438,10/12/2001,
Unit6808,Tenant6439,31/08/1998,
Unit4568,Tenant6440,25/08/2003,
Unit6786,Tenant6441,12/07/1999,
Unit2214,Tenant6442,14/09/2020,
Unit2214,Tenant6443,23/05/2005,18/10/2020
Unit30,Tenant6444,08/07/2013,
Unit2666,Tenant6445,16/04/2007,
Unit5641,Tenant6446,02/03/2009,
Unit890,Tenant6447,18/02/2013,
Unit5772,Tenant6448,06/10/2014,
Unit7740,Tenant6449,04/12/2017,
Unit3442,Tenant6450,03/10/2011,
Unit5089,Tenant6451,05/05/2008,
Unit8936,Tenant6452,16/09/1996,
Unit9013,Tenant6453,19/10/2009,
Unit9827,Tenant6454,09/05/2005,
Unit7552,Tenant6455,27/05/2019,
Unit7552,Tenant6456,19/06/2000,24/03/2019
Unit611,Tenant6457,23/11/1998,
Unit682,Tenant6458,31/10/2005,
Unit961,Tenant6459,03/08/1992,
Unit4412,Tenant6460,31/08/1998,
Unit5447,Tenant6461,18/11/2013,16/06/2019
Unit319,Tenant6462,25/07/1988,
Unit4820,Tenant6463,11/01/2010,
Unit3079,Tenant6464,10/01/2011,
Unit6759,Tenant6465,11/10/2010,
Unit1205,Tenant6466,29/06/2015,
Unit186,Tenant6467,05/02/2007,03/03/2019
Unit186,Tenant6468,17/06/2019,
Unit769,Tenant6469,19/05/2008,
Unit5485,Tenant6470,13/01/2003,
Unit3324,Tenant6471,12/09/1994,
Unit9953,Tenant6472,10/10/2005,
Unit9152,Tenant6473,19/09/1994,
Unit6961,Tenant6474,10/01/2005,
Unit9709,Tenant6475,20/07/1992,
Unit9739,Tenant6476,19/03/2012,
Unit111,Tenant6477,26/11/2001,
Unit8001,Tenant6478,04/04/2011,
Unit3252,Tenant6479,05/02/1996,08/11/2020
Unit3252,Tenant6480,09/11/2020,
Unit308,Tenant6481,28/11/1994,
Unit6092,Tenant6482,25/10/2004,
Unit6511,Tenant6483,15/07/2013,
Unit5856,Tenant6484,12/04/1976,
Unit2013,Tenant6485,17/02/2003,
Unit4540,Tenant6486,07/06/1993,
Unit3089,Tenant6487,28/12/1987,
Unit4534,Tenant6488,29/07/2002,
Unit7336,Tenant6489,31/08/2009,
Unit8438,Tenant6490,24/10/2016,
Unit9043,Tenant6491,30/12/2013,
Unit3892,Tenant6492,08/10/1984,
Unit2691,Tenant6493,29/03/1999,
Unit9118,Tenant6494,25/05/2020,
Unit9118,Tenant6495,19/12/1983,24/11/2019
Unit6537,Tenant6496,03/05/2004,
Unit9877,Tenant6497,21/04/1997,
Unit144,Tenant6498,30/01/1995,
Unit7562,Tenant6499,03/09/2001,
Unit6432,Tenant6500,12/05/2014,
Unit321,Tenant6501,28/09/2009,
Unit3824,Tenant6502,01/09/2014,
Unit1807,Tenant6503,23/04/2007,
Unit2,Tenant6504,02/07/2012,
Unit4966,Tenant6505,10/04/2006,
Unit9983,Tenant6506,26/01/2009,
Unit5175,Tenant6507,06/03/1995,
Unit1922,Tenant6508,28/08/2017,
Unit552,Tenant6509,24/10/1994,
Unit3199,Tenant6510,29/04/1996,
Unit2099,Tenant6511,28/08/2017,09/02/2020
Unit2099,Tenant6512,10/02/2020,
Unit514,Tenant6513,08/11/2010,
Unit9581,Tenant6514,01/04/2005,08/05/2019
Unit9581,Tenant6515,08/05/2019,
Unit6155,Tenant6516,23/11/2015,
Unit5535,Tenant6517,06/08/2018,
Unit3016,Tenant6518,21/03/2016,
Unit5460,Tenant6519,08/12/2008,
Unit9951,Tenant6520,25/06/2012,
Unit8343,Tenant6521,14/09/2009,
Unit1641,Tenant6522,19/07/2002,
Unit6491,Tenant6523,08/11/2010,
Unit9467,Tenant6524,24/05/2010,
Unit6021,Tenant6525,02/07/2001,
Unit5442,Tenant6526,19/10/1992,26/01/2020
Unit5442,Tenant6527,27/01/2020,
Unit8387,Tenant6528,31/03/1997,
Unit8407,Tenant6529,12/05/1997,
Unit9432,Tenant6530,11/05/2009,02/08/2020
Unit9432,Tenant6531,03/08/2020,
Unit6427,Tenant6532,19/05/2014,
Unit5570,Tenant6533,21/01/2002,
Unit2143,Tenant6534,03/05/2002,
Unit3753,Tenant6535,17/03/1997,
Unit35,Tenant6536,12/01/2009,
Unit1677,Tenant6537,30/10/1995,
Unit4253,Tenant6538,02/02/2015,
Unit2848,Tenant6539,12/03/1979,
Unit3619,Tenant6540,27/07/1992,24/05/2020
Unit6334,Tenant6541,31/03/1997,
Unit2500,Tenant6542,06/12/1999,07/07/2019
Unit2500,Tenant6543,08/07/2019,04/04/2021
Unit2866,Tenant6544,02/11/1992,
Unit9718,Tenant6545,19/01/2004,
Unit6249,Tenant6546,26/01/2009,
Unit4188,Tenant6547,06/01/2014,23/02/2020
Unit4188,Tenant6548,19/10/2020,
Unit9288,Tenant6549,22/07/2013,
Unit7854,Tenant6550,08/09/1986,
Unit235,Tenant6551,07/11/2005,
Unit4547,Tenant6552,11/11/2013,
Unit2710,Tenant6553,22/06/2009,23/02/2020
Unit2710,Tenant6554,20/07/2020,
Unit2046,Tenant6555,19/01/2004,
Unit8981,Tenant6556,10/02/2014,
Unit5862,Tenant6557,14/10/1991,
Unit6620,Tenant6558,26/03/2012,
Unit5549,Tenant6559,15/02/1993,
Unit19,Tenant6560,04/08/2008,
Unit6044,Tenant6561,17/10/1988,
Unit8081,Tenant6562,25/07/2016,18/10/2020
Unit8081,Tenant6563,19/10/2020,
Unit9985,Tenant6564,03/04/2000,
Unit5413,Tenant6565,21/08/1995,
Unit8363,Tenant6566,06/11/2006,
Unit9246,Tenant6567,31/03/1997,
Unit4158,Tenant6568,08/07/2013,
Unit2119,Tenant6569,28/10/2005,
Unit5437,Tenant6570,18/10/2004,
Unit8809,Tenant6571,19/07/1993,
Unit820,Tenant6572,07/12/2009,
Unit3495,Tenant6573,19/09/2005,
Unit259,Tenant6574,27/04/2015,
Unit7073,Tenant6575,05/12/2011,
Unit6474,Tenant6576,05/09/1994,
Unit1059,Tenant6577,09/03/2016,
Unit1830,Tenant6578,27/04/2015,
Unit8398,Tenant6579,21/09/2016,
Unit2067,Tenant6580,19/01/2004,
Unit3355,Tenant6581,08/09/2006,
Unit199,Tenant6582,11/10/2010,
Unit4721,Tenant6583,18/04/2011,
Unit7233,Tenant6584,11/10/2010,
Unit9838,Tenant6585,11/10/2010,
Unit8834,Tenant6586,11/10/2010,
Unit4617,Tenant6587,11/10/2010,
Unit3,Tenant6588,02/07/2012,
Unit7700,Tenant6589,11/10/2010,
Unit818,Tenant6590,11/10/2010,
Unit7020,Tenant6591,28/03/2011,
Unit3905,Tenant6592,02/05/2011,
Unit6623,Tenant6593,30/01/2012,
Unit6007,Tenant6594,12/02/2016,
Unit6046,Tenant6595,31/10/2017,
Unit6780,Tenant6596,10/06/2011,15/03/2021
Unit7631,Tenant6597,12/08/2002,
Unit8747,Tenant6598,22/07/2002,16/02/2020
Unit8747,Tenant6599,17/08/2020,
Unit1402,Tenant6600,16/12/2002,27/01/2019
Unit1402,Tenant6601,25/02/2019,
Unit8120,Tenant6602,31/03/2003,
Unit1397,Tenant6603,08/09/2014,
Unit438,Tenant6604,19/06/2017,
Unit59,Tenant6605,13/03/2017,
Unit2290,Tenant6606,03/10/2005,
Unit8785,Tenant6607,19/02/2018,
Unit9565,Tenant6608,27/04/2007,
Unit8563,Tenant6609,18/07/2008,
Unit8891,Tenant6610,21/08/1989,
Unit6581,Tenant6611,27/07/2015,
Unit5132,Tenant6612,21/01/2013,
Unit4748,Tenant6613,29/12/2014,
Unit8538,Tenant6614,18/02/2013,
Unit5577,Tenant6615,15/12/2003,
Unit1843,Tenant6616,28/03/2001,
Unit4257,Tenant6617,15/11/2007,
Unit2349,Tenant6618,20/10/2003,
Unit243,Tenant6619,26/01/2004,
Unit7064,Tenant6620,28/10/2013,
Unit788,Tenant6621,17/10/2005,
Unit5417,Tenant6622,24/10/2005,
Unit7185,Tenant6623,10/03/2008,
Unit4265,Tenant6624,20/03/2008,
Unit8157,Tenant6625,02/11/2015,
Unit7420,Tenant6626,22/12/2008,
Unit481,Tenant6627,15/04/2013,
Unit2709,Tenant6628,08/12/2017,
Unit1717,Tenant6629,27/06/2014,
Unit7946,Tenant6630,27/08/2009,
Unit3436,Tenant6631,05/02/2007,
Unit5517,Tenant6632,06/05/2019,
Unit717,Tenant6633,13/04/1998,
Unit5586,Tenant6634,15/09/2008,
Unit392,Tenant6635,15/12/2003,
Unit780,Tenant6636,05/09/1994,
Unit6290,Tenant6637,13/11/2017,
Unit9358,Tenant6638,21/07/1997,
Unit8180,Tenant6639,19/10/1987,
Unit4674,Tenant6640,15/10/1990,
Unit3967,Tenant6641,23/06/2008,
Unit4305,Tenant6642,01/03/2004,
Unit2554,Tenant6643,08/10/2001,
Unit6368,Tenant6644,09/06/1986,
Unit7002,Tenant6645,20/11/2000,
Unit1022,Tenant6646,16/03/1992,
Unit4049,Tenant6647,06/07/1998,
Unit6515,Tenant6648,26/08/1996,
Unit739,Tenant6649,26/07/2010,
Unit6517,Tenant6650,11/04/1994,
Unit1312,Tenant6651,30/05/2005,
Unit7807,Tenant6652,13/02/1995,
Unit6321,Tenant6653,23/03/2018,
Unit4283,Tenant6654,09/05/1994,
Unit7016,Tenant6655,30/04/2001,
Unit5038,Tenant6656,06/12/1993,
Unit3687,Tenant6657,02/05/2011,
Unit6995,Tenant6658,27/03/2006,
Unit2284,Tenant6659,19/01/2015,
Unit2553,Tenant6660,04/08/1997,
Unit1001,Tenant6661,06/02/1984,
Unit4809,Tenant6662,21/11/2016,
Unit8817,Tenant6663,07/12/2020,
Unit8817,Tenant6664,27/07/1998,22/03/2020
Unit3646,Tenant6665,30/09/2002,07/02/2021
Unit2672,Tenant6666,01/04/2013,
Unit7194,Tenant6667,12/12/2005,
Unit5090,Tenant6668,26/01/2015,
Unit331,Tenant6669,29/04/2002,
Unit2966,Tenant6670,02/10/2006,
Unit8121,Tenant6671,02/11/1981,
Unit9593,Tenant6672,28/12/2009,17/01/2021
Unit3391,Tenant6673,16/01/1995,
Unit7173,Tenant6674,05/03/2001,
Unit999,Tenant6675,26/11/1990,
Unit1873,Tenant6676,24/12/2018,
Unit751,Tenant6677,28/08/2017,
Unit4818,Tenant6678,12/11/2007,
Unit8911,Tenant6679,05/08/2013,
Unit834,Tenant6680,18/09/1989,
Unit6530,Tenant6681,25/12/1995,
Unit5422,Tenant6682,12/06/1995,
Unit8638,Tenant6683,29/10/2004,
Unit1282,Tenant6684,09/03/1998,
Unit189,Tenant6685,28/03/2005,
Unit673,Tenant6686,09/07/2018,
Unit6295,Tenant6687,20/08/2001,
Unit3722,Tenant6688,26/03/2012,
Unit622,Tenant6689,27/03/2000,
Unit1093,Tenant6690,12/08/1996,
Unit4660,Tenant6691,18/09/2006,
Unit2223,Tenant6692,08/08/2011,
Unit4080,Tenant6693,27/05/2013,
Unit4164,Tenant6694,20/11/2006,
Unit959,Tenant6695,20/04/1998,26/07/2020
Unit959,Tenant6696,27/07/2020,
Unit5186,Tenant6697,11/03/2013,
Unit2756,Tenant6698,28/03/2005,
Unit6050,Tenant6699,19/03/2004,
Unit2192,Tenant6700,07/09/2020,
Unit2192,Tenant6701,21/06/2004,17/11/2019
Unit4833,Tenant6702,30/01/2006,
Unit3409,Tenant6703,19/09/2008,
Unit8272,Tenant6704,19/07/2013,
Unit6384,Tenant6705,15/09/2003,
Unit6541,Tenant6706,27/02/2012,
Unit8255,Tenant6707,06/01/2014,
Unit6826,Tenant6708,02/09/2002,
Unit4452,Tenant6709,23/11/2015,
Unit9222,Tenant6710,02/03/2015,
Unit1015,Tenant6711,25/02/1980,
Unit554,Tenant6712,03/09/2001,
Unit9460,Tenant6713,16/11/1998,
Unit4432,Tenant6714,18/06/2001,
Unit8657,Tenant6715,19/11/2018,
Unit9022,Tenant6716,18/01/2019,
Unit3911,Tenant6717,18/01/2019,
Unit2392,Tenant6718,03/06/2019,
Unit2392,Tenant6719,07/03/2005,07/04/2019
Unit9395,Tenant6720,12/05/2014,18/10/2020
Unit5763,Tenant6721,04/10/2007,
Unit6817,Tenant6722,15/11/2010,
Unit4911,Tenant6723,09/02/2015,
Unit5285,Tenant6724,30/08/1999,
Unit3727,Tenant6725,23/05/2016,
Unit1016,Tenant6726,23/01/2006,
Unit582,Tenant6727,22/04/2013,
Unit3315,Tenant6728,04/08/2014,
Unit442,Tenant6729,14/02/2011,
Unit7289,Tenant6730,28/08/2017,
Unit1916,Tenant6731,27/08/2012,
Unit1042,Tenant6732,30/04/2007,
Unit2745,Tenant6733,04/08/1980,
Unit901,Tenant6734,30/09/2013,07/06/2020
Unit901,Tenant6735,19/10/2020,
Unit9419,Tenant6736,26/05/2014,
Unit5306,Tenant6737,04/06/2001,19/07/2020
Unit5306,Tenant6738,20/07/2020,
Unit968,Tenant6739,27/05/1996,
Unit3772,Tenant6740,14/03/2011,
Unit7190,Tenant6741,08/04/1991,
Unit6549,Tenant6742,31/10/2016,12/01/2020
Unit6549,Tenant6743,27/04/2020,
Unit3402,Tenant6744,27/01/2014,29/03/2020
Unit3402,Tenant6745,25/05/2020,
Unit8014,Tenant6746,21/03/1994,
Unit8175,Tenant6747,23/02/2015,
Unit924,Tenant6748,27/07/2009,
Unit7787,Tenant6749,14/02/2000,
Unit5647,Tenant6750,30/08/2010,
Unit9414,Tenant6751,01/06/2009,
Unit4519,Tenant6752,18/03/2014,
Unit8993,Tenant6753,07/12/1992,
Unit2708,Tenant6754,04/04/1994,
Unit9890,Tenant6755,23/12/2002,
Unit8946,Tenant6756,05/12/1994,
Unit4400,Tenant6757,18/07/2011,
Unit6077,Tenant6758,02/05/1983,
Unit3010,Tenant6759,29/10/2012,
Unit4022,Tenant6760,08/05/2006,
Unit7150,Tenant6761,19/05/1997,
Unit846,Tenant6762,11/12/2006,
Unit4218,Tenant6763,27/09/2010,
Unit8945,Tenant6764,16/02/2004,18/05/2020
Unit806,Tenant6765,23/10/2000,
Unit7723,Tenant6766,15/10/2001,
Unit8697,Tenant6767,08/10/1979,
Unit2990,Tenant6768,03/08/1998,
Unit2886,Tenant6769,02/01/2017,
Unit9074,Tenant6770,13/09/2004,04/10/2020
Unit9074,Tenant6771,05/10/2020,
Unit7633,Tenant6772,28/06/2004,
Unit1165,Tenant6773,19/06/2017,
Unit5852,Tenant6774,04/12/2017,
Unit9373,Tenant6775,26/06/2017,
Unit6637,Tenant6776,19/07/1996,
Unit641,Tenant6777,04/12/2006,
Unit297,Tenant6778,10/10/2005,
Unit8074,Tenant6779,31/10/2005,
Unit7353,Tenant6780,29/10/2009,
Unit8055,Tenant6781,12/11/1999,06/09/2019
Unit8055,Tenant6782,06/09/2019,
Unit3455,Tenant6783,27/09/2016,
Unit4103,Tenant6784,26/10/2015,
Unit4161,Tenant6785,09/08/2004,
Unit8403,Tenant6786,27/05/2014,
Unit5551,Tenant6787,17/02/2017,
Unit1828,Tenant6788,13/04/2013,
Unit6819,Tenant6789,22/04/2002,
Unit5934,Tenant6790,25/05/2009,
Unit2226,Tenant6791,13/10/1997,
Unit920,Tenant6792,29/01/1996,
Unit339,Tenant6793,30/03/1992,
Unit41,Tenant6794,29/10/2018,
Unit3578,Tenant6795,10/11/1997,
Unit6616,Tenant6796,26/07/1993,
Unit7509,Tenant6797,12/05/1997,
Unit3112,Tenant6798,09/08/1993,
Unit500,Tenant6799,23/09/1996,
Unit7861,Tenant6800,20/10/2014,
Unit6053,Tenant6801,09/07/2012,
Unit6682,Tenant6802,22/08/2003,
Unit4659,Tenant6803,10/06/2019,
Unit7750,Tenant6804,08/06/2015,
Unit8171,Tenant6805,25/03/1996,
Unit2625,Tenant6806,21/08/2017,
Unit905,Tenant6807,31/08/1981,
Unit6547,Tenant6808,12/12/2005,
Unit4374,Tenant6809,05/03/1990,
Unit7902,Tenant6810,12/08/1996,
Unit3386,Tenant6811,05/04/1985,
Unit821,Tenant6812,07/10/1990,
Unit2162,Tenant6813,03/08/2015,
Unit7735,Tenant6814,24/12/2007,27/09/2020
Unit7501,Tenant6815,21/03/2011,
Unit5471,Tenant6816,09/09/2013,29/03/2020
Unit5471,Tenant6817,29/06/2020,
Unit2031,Tenant6818,16/11/2009,
Unit2650,Tenant6819,07/03/2011,
Unit6306,Tenant6820,05/11/1990,
Unit7883,Tenant6821,27/08/2001,
Unit2654,Tenant6822,19/10/2012,
Unit3304,Tenant6823,20/12/2010,
Unit797,Tenant6824,18/04/2011,
Unit1370,Tenant6825,27/09/2004,
Unit527,Tenant6826,02/07/2007,
Unit1346,Tenant6827,29/10/1999,14/01/2020
Unit1804,Tenant6828,05/10/2009,
Unit6376,Tenant6829,28/07/2004,
Unit8030,Tenant6830,26/01/2009,
Unit8796,Tenant6831,15/02/1993,
Unit6952,Tenant6832,15/10/1979,
Unit1124,Tenant6833,18/12/2000,
Unit8761,Tenant6834,28/06/2010,
Unit1796,Tenant6835,11/12/1995,
Unit657,Tenant6836,27/03/2017,
Unit5857,Tenant6837,09/10/2017,
Unit4822,Tenant6838,02/12/1996,
Unit3500,Tenant6839,03/05/2013,
Unit1222,Tenant6840,11/03/2014,
Unit1611,Tenant6841,08/04/2016,
Unit9147,Tenant6842,17/09/2007,
Unit6723,Tenant6843,02/12/2002,
Unit7371,Tenant6844,18/10/2004,
Unit8447,Tenant6845,23/07/2007,
Unit8143,Tenant6846,30/09/2002,
Unit5765,Tenant6847,09/07/1990,18/04/2021
Unit277,Tenant6848,21/06/2004,
Unit842,Tenant6849,06/07/1987,
Unit2064,Tenant6850,08/04/2019,
Unit6205,Tenant6851,30/05/2016,
Unit5380,Tenant6852,20/05/2005,
Unit3884,Tenant6853,11/07/2003,
Unit5573,Tenant6854,06/02/2006,23/06/2019
Unit5573,Tenant6855,24/06/2019,
Unit5709,Tenant6856,19/10/2015,13/10/2019
Unit5709,Tenant6857,14/10/2019,
Unit5305,Tenant6858,22/06/2009,
Unit7799,Tenant6859,29/08/2005,
Unit9410,Tenant6860,20/12/2010,
Unit773,Tenant6861,06/03/2000,
Unit4246,Tenant6862,15/07/1996,25/10/2020
Unit4865,Tenant6863,27/08/1984,
Unit8204,Tenant6864,24/01/2011,
Unit2124,Tenant6865,28/06/2010,
Unit5645,Tenant6866,28/02/2000,
Unit5290,Tenant6867,02/02/1976,
Unit6788,Tenant6868,24/07/2006,
Unit9278,Tenant6869,09/03/2009,
Unit3614,Tenant6870,23/04/2012,
Unit8800,Tenant6871,22/03/2004,
Unit6382,Tenant6872,14/05/2018,
Unit2725,Tenant6873,15/02/2010,
Unit4459,Tenant6874,02/07/2007,
Unit6535,Tenant6875,16/03/2009,
Unit8003,Tenant6876,21/06/1993,
Unit9127,Tenant6877,16/02/2015,
Unit3293,Tenant6878,08/12/1986,
Unit1565,Tenant6879,30/07/2004,
Unit1968,Tenant6880,24/01/2008,
Unit3165,Tenant6881,11/04/2016,
Unit9686,Tenant6882,01/10/2012,
Unit833,Tenant6883,04/07/2005,
Unit2620,Tenant6884,05/12/2005,
Unit3477,Tenant6885,01/09/2006,
Unit4837,Tenant6886,02/10/2006,
Unit4465,Tenant6887,27/11/2015,
Unit6663,Tenant6888,21/12/2006,27/09/2019
Unit6663,Tenant6889,27/09/2019,
Unit6953,Tenant6890,03/02/2014,
Unit5464,Tenant6891,10/05/2010,
Unit8554,Tenant6892,17/12/1979,06/10/2019
Unit8873,Tenant6893,04/05/2018,
Unit389,Tenant6894,11/12/2000,
Unit2686,Tenant6895,26/09/2011,
Unit7136,Tenant6896,25/01/1999,
Unit1428,Tenant6897,24/08/1992,
Unit3878,Tenant6898,23/02/1998,
Unit7876,Tenant6899,09/08/1999,
Unit1600,Tenant6900,15/07/2002,
Unit8626,Tenant6901,16/10/2001,
Unit1202,Tenant6902,07/08/2006,
Unit3797,Tenant6903,21/05/2008,
Unit1283,Tenant6904,12/12/2005,
Unit3567,Tenant6905,31/10/2003,
Unit4337,Tenant6906,05/12/2005,
Unit3018,Tenant6907,18/03/2011,
Unit475,Tenant6908,01/04/2019,
Unit5082,Tenant6909,06/11/2017,
Unit6830,Tenant6910,11/04/2005,
Unit3077,Tenant6911,01/06/2005,
Unit2011,Tenant6912,22/09/2010,
Unit7821,Tenant6913,29/08/1998,
Unit6381,Tenant6914,18/03/2004,
Unit4040,Tenant6915,09/06/2008,
Unit9108,Tenant6916,10/10/2016,
Unit1921,Tenant6917,04/07/2011,
Unit8370,Tenant6918,08/03/1999,
Unit516,Tenant6919,25/11/2013,05/07/2020
Unit516,Tenant6920,10/08/2020,
Unit2018,Tenant6921,07/03/2011,
Unit6409,Tenant6922,19/08/1992,28/02/2019
Unit6409,Tenant6923,28/02/2019,
Unit3229,Tenant6924,05/05/2017,11/01/2021
Unit106,Tenant6925,17/01/2011,
Unit104,Tenant6926,01/06/1998,
Unit4270,Tenant6927,24/12/2007,16/02/2020
Unit7742,Tenant6928,03/05/1993,06/12/2020
Unit7742,Tenant6929,07/12/2020,
Unit1687,Tenant6930,03/09/2018,
Unit5878,Tenant6931,27/07/2009,
Unit789,Tenant6932,30/07/2001,
Unit2663,Tenant6933,03/09/2018,14/04/2019
Unit2663,Tenant6934,01/07/2019,
Unit9128,Tenant6935,08/10/2012,04/08/2019
Unit9128,Tenant6936,14/10/2019,
Unit448,Tenant6937,07/06/1999,
Unit6593,Tenant6938,09/08/2004,
Unit9818,Tenant6939,03/12/2004,
Unit6967,Tenant6940,24/03/2005,
Unit8540,Tenant6941,30/06/2005,
Unit6352,Tenant6942,10/06/2005,
Unit6848,Tenant6943,29/07/2016,28/01/2019
Unit6848,Tenant6944,28/01/2019,
Unit3845,Tenant6945,17/03/2003,
Unit4198,Tenant6946,31/08/2001,
Unit2105,Tenant6947,19/10/2001,
Unit8235,Tenant6948,29/03/1999,
Unit355,Tenant6949,30/06/2003,
Unit5498,Tenant6950,08/04/2002,
Unit4995,Tenant6951,24/07/2017,26/01/2020
Unit4995,Tenant6952,27/01/2020,
Unit9914,Tenant6953,01/04/2019,
Unit1844,Tenant6954,07/10/2013,
Unit4386,Tenant6955,27/07/2010,
Unit8829,Tenant6956,12/12/2011,
Unit3700,Tenant6957,15/10/2018,
Unit9453,Tenant6958,04/09/1995,
Unit5854,Tenant6959,02/05/1983,
Unit5174,Tenant6960,05/05/2008,
Unit7951,Tenant6961,17/04/1995,
Unit5140,Tenant6962,01/06/2005,
Unit2796,Tenant6963,29/04/2005,
Unit3396,Tenant6964,17/11/2017,
Unit413,Tenant6965,08/05/2006,
Unit7294,Tenant6966,03/09/2007,
Unit4284,Tenant6967,21/10/2013,
Unit9787,Tenant6968,15/09/2003,
Unit7062,Tenant6969,21/04/2014,16/08/2020
Unit2282,Tenant6970,10/03/2014,
Unit6574,Tenant6971,14/08/2017,
Unit5676,Tenant6972,27/10/1994,29/07/2019
Unit5676,Tenant6973,29/07/2019,
Unit5726,Tenant6974,14/09/2018,
Unit5476,Tenant6975,11/01/2008,
Unit9314,Tenant6976,07/07/2017,
Unit4850,Tenant6977,05/02/2016,
